ticker,cnt_stock,trade_time,user_id,trade_type
 XOM,338,2019-09-26,13579,sell
 CVX,246,2019-09-26,92350,buy
 CVX,246,2019-09-26,92350,sell
 GE,616,2019-09-26,32637,buy
 GE,616,2019-09-26,32637,sell
 HON,420,2019-09-26,7500,buy
 HON,420,2019-09-26,7500,sell
 LMT,406,2019-09-26,77313,buy
 LMT,406,2019-09-26,77313,sell
 META,96,2019-09-26,77787,buy
 META,96,2019-09-26,77787,sell
 VZ,961,2019-09-26,79369,buy
 VZ,961,2019-09-26,79369,sell
 T,523,2019-09-26,11349,buy
 T,523,2019-09-26,11349,sell
 DIS,561,2019-09-26,7522,buy
 DIS,561,2019-09-26,7522,sell
 AMT,565,2019-09-26,71168,buy
 AMT,565,2019-09-26,71168,sell
 PLD,779,2019-09-26,50412,buy
 PLD,779,2019-09-26,50412,sell
 TSM,586,2019-09-26,6476,buy
 TSM,586,2019-09-26,6476,sell
 SHEL,959,2019-09-26,19617,buy
 SHEL,959,2019-09-26,19617,sell
 BRK.B,43,2019-09-26,66272,buy
 BRK.B,43,2019-09-26,66272,sell
 NKE,376,2019-09-26,66016,buy
 NKE,376,2019-09-27,66016,sell
AAPL,407,2019-09-26,9836,buy
AAPL,407,2019-09-27,9836,sell
 MSFT,950,2019-09-27,70693,buy
 MSFT,950,2019-09-27,70693,sell
 GOOGL,552,2019-09-27,25546,buy
 GOOGL,552,2019-09-27,25546,sell
 AMZN,55,2019-09-27,80913,buy
 AMZN,55,2019-09-27,80913,sell
 NVDA,143,2019-09-27,27152,buy
 NVDA,143,2019-09-27,27152,sell
 JPM,111,2019-09-27,87520,buy
 JPM,111,2019-09-27,87520,sell
 BAC,552,2019-09-27,54143,buy
 BAC,552,2019-09-27,54143,sell
 WFC,461,2019-09-27,75693,buy
 WFC,461,2019-09-27,75693,sell
 JNJ,907,2019-09-27,21948,buy
 JNJ,907,2019-09-27,21948,sell
 UNH,96,2019-09-27,86706,buy
 UNH,96,2019-09-27,86706,sell
 MRK,377,2019-09-27,60047,buy
 MRK,377,2019-09-27,60047,sell
 PFE,387,2019-09-27,14971,buy
 PFE,387,2019-09-27,14971,sell
 PG,120,2019-09-27,15816,buy
 PG,120,2019-09-27,15816,sell
 KO,613,2019-09-27,46027,buy
 KO,613,2019-09-27,46027,sell
 PEP,995,2019-09-27,68141,buy
 PEP,995,2019-09-30,68141,sell
 XOM,534,2019-09-27,93058,buy
 XOM,534,2019-09-30,93058,sell
 CVX,321,2019-09-30,91050,buy
 CVX,321,2019-09-30,91050,sell
 GE,827,2019-09-30,12034,buy
 GE,827,2019-09-30,12034,sell
 HON,876,2019-09-30,13363,buy
 HON,876,2019-09-30,13363,sell
 LMT,950,2019-09-30,50241,buy
 LMT,950,2019-09-30,50241,sell
 META,746,2019-09-30,84728,buy
 META,746,2019-09-30,84728,sell
 VZ,740,2019-09-30,61788,buy
 VZ,740,2019-09-30,61788,sell
 T,312,2019-09-30,45531,buy
 T,312,2019-09-30,45531,sell
 DIS,229,2019-09-30,8865,buy
 DIS,229,2019-09-30,8865,sell
 AMT,775,2019-09-30,27623,buy
 AMT,775,2019-09-30,27623,sell
 PLD,393,2019-09-30,42980,buy
 PLD,393,2019-09-30,42980,sell
 TSM,197,2019-09-30,14606,buy
 TSM,197,2019-09-30,14606,sell
 SHEL,991,2019-09-30,21474,buy
 SHEL,991,2019-09-30,21474,sell
 BRK.B,977,2019-09-30,65676,buy
 BRK.B,977,2019-09-30,65676,sell
 NKE,288,2019-09-30,56368,buy
 NKE,288,2019-10-01,56368,sell
AAPL,273,2019-09-30,90272,buy
AAPL,273,2019-10-01,90272,sell
 MSFT,533,2019-10-01,29893,buy
 MSFT,533,2019-10-01,29893,sell
 GOOGL,256,2019-10-01,80066,buy
 GOOGL,256,2019-10-01,80066,sell
 AMZN,855,2019-10-01,61708,buy
 AMZN,855,2019-10-01,61708,sell
 NVDA,220,2019-10-01,38152,buy
 NVDA,220,2019-10-01,38152,sell
 JPM,808,2019-10-01,81141,buy
 JPM,808,2019-10-01,81141,sell
 BAC,88,2019-10-01,65539,buy
 BAC,88,2019-10-01,65539,sell
 WFC,206,2019-10-01,16235,buy
 WFC,206,2019-10-01,16235,sell
 JNJ,147,2019-10-01,35180,buy
 JNJ,147,2019-10-01,35180,sell
 UNH,737,2019-10-01,46273,buy
 UNH,737,2019-10-01,46273,sell
 MRK,563,2019-10-01,83986,buy
 MRK,563,2019-10-01,83986,sell
 PFE,785,2019-10-01,58689,buy
 PFE,785,2019-10-01,58689,sell
 PG,369,2019-10-01,1595,buy
 PG,369,2019-10-01,1595,sell
 KO,620,2019-10-01,10669,buy
 KO,620,2019-10-01,10669,sell
 PEP,475,2019-10-01,21962,buy
 PEP,475,2019-10-02,21962,sell
 XOM,502,2019-10-01,48425,buy
 XOM,502,2019-10-02,48425,sell
 CVX,839,2019-10-02,13023,buy
 CVX,839,2019-10-02,13023,sell
 GE,716,2019-10-02,59824,buy
 GE,716,2019-10-02,59824,sell
 HON,557,2019-10-02,46096,buy
 HON,557,2019-10-02,46096,sell
 LMT,158,2019-10-02,35922,buy
 LMT,158,2019-10-02,35922,sell
 META,636,2019-10-02,17852,buy
 META,636,2019-10-02,17852,sell
 VZ,293,2019-10-02,66894,buy
 VZ,293,2019-10-02,66894,sell
 T,503,2019-10-02,76598,buy
 T,503,2019-10-02,76598,sell
 DIS,154,2019-10-02,10623,buy
 DIS,154,2019-10-02,10623,sell
 AMT,25,2019-10-02,63865,buy
 AMT,25,2019-10-02,63865,sell
 PLD,648,2019-10-02,41739,buy
 PLD,648,2019-10-02,41739,sell
 TSM,17,2019-10-02,80182,buy
 TSM,17,2019-10-02,80182,sell
 SHEL,834,2019-10-02,12232,buy
 SHEL,834,2019-10-02,12232,sell
 BRK.B,542,2019-10-02,46762,buy
 BRK.B,542,2019-10-02,46762,sell
 NKE,933,2019-10-02,42631,buy
 NKE,933,2019-10-03,42631,sell
AAPL,422,2019-10-02,2042,buy
AAPL,422,2019-10-03,2042,sell
 MSFT,596,2019-10-03,17183,buy
 MSFT,596,2019-10-03,17183,sell
 GOOGL,803,2019-10-03,38193,buy
 GOOGL,803,2019-10-03,38193,sell
 AMZN,252,2019-10-03,35562,buy
 AMZN,252,2019-10-03,35562,sell
 NVDA,862,2019-10-03,46611,buy
 NVDA,862,2019-10-03,46611,sell
 JPM,281,2019-10-03,47872,buy
 JPM,281,2019-10-03,47872,sell
 BAC,879,2019-10-03,2942,buy
 BAC,879,2019-10-03,2942,sell
 WFC,26,2019-10-03,37885,buy
 WFC,26,2019-10-03,37885,sell
 JNJ,659,2019-10-03,57004,buy
 JNJ,659,2019-10-03,57004,sell
 UNH,392,2019-10-03,91520,buy
 UNH,392,2019-10-03,91520,sell
 MRK,531,2019-10-03,2937,buy
 MRK,531,2019-10-03,2937,sell
 PFE,116,2019-10-03,37958,buy
 PFE,116,2019-10-03,37958,sell
 PG,190,2019-10-03,49692,buy
 PG,190,2019-10-03,49692,sell
 KO,133,2019-10-03,63610,buy
 KO,133,2019-10-03,63610,sell
 PEP,876,2019-10-03,85114,buy
 PEP,876,2019-10-04,85114,sell
 XOM,437,2019-10-03,60674,buy
 XOM,437,2019-10-04,60674,sell
 CVX,195,2019-10-04,61415,buy
 CVX,195,2019-10-04,61415,sell
 GE,38,2019-10-04,55730,buy
 GE,38,2019-10-04,55730,sell
 HON,580,2019-10-04,75036,buy
 HON,580,2019-10-04,75036,sell
 LMT,433,2019-10-04,36788,buy
 LMT,433,2019-10-04,36788,sell
 META,991,2019-10-04,73025,buy
 META,991,2019-10-04,73025,sell
 VZ,681,2019-10-04,88728,buy
 VZ,681,2019-10-04,88728,sell
 T,150,2019-10-04,55578,buy
 T,150,2019-10-04,55578,sell
 DIS,784,2019-10-04,53494,buy
 DIS,784,2019-10-04,53494,sell
 AMT,552,2019-10-04,23824,buy
 AMT,552,2019-10-04,23824,sell
 PLD,863,2019-10-04,65066,buy
 PLD,863,2019-10-04,65066,sell
 TSM,985,2019-10-04,67358,buy
 TSM,985,2019-10-04,67358,sell
 SHEL,994,2019-10-04,42374,buy
 SHEL,994,2019-10-04,42374,sell
 BRK.B,145,2019-10-04,29871,buy
 BRK.B,145,2019-10-04,29871,sell
 NKE,43,2019-10-04,1976,buy
 NKE,43,2019-10-07,1976,sell
AAPL,705,2019-10-04,80920,buy
AAPL,705,2019-10-07,80920,sell
 MSFT,139,2019-10-07,30884,buy
 MSFT,139,2019-10-07,30884,sell
 GOOGL,741,2019-10-07,40482,buy
 GOOGL,741,2019-10-07,40482,sell
 AMZN,816,2019-10-07,3313,buy
 AMZN,816,2019-10-07,3313,sell
 NVDA,186,2019-10-07,55459,buy
 NVDA,186,2019-10-07,55459,sell
 JPM,594,2019-10-07,3209,buy
 JPM,594,2019-10-07,3209,sell
 BAC,13,2019-10-07,58849,buy
 BAC,13,2019-10-07,58849,sell
 WFC,127,2019-10-07,30672,buy
 WFC,127,2019-10-07,30672,sell
 JNJ,428,2019-10-07,83393,buy
 JNJ,428,2019-10-07,83393,sell
 UNH,603,2019-10-07,59387,buy
 UNH,603,2019-10-07,59387,sell
 MRK,923,2019-10-07,7109,buy
 MRK,923,2019-10-07,7109,sell
 PFE,641,2019-10-07,51779,buy
 PFE,641,2019-10-07,51779,sell
 PG,234,2019-10-07,28527,buy
 PG,234,2019-10-07,28527,sell
 KO,713,2019-10-07,3097,buy
 KO,713,2019-10-07,3097,sell
 PEP,962,2019-10-07,57559,buy
 PEP,962,2019-10-08,57559,sell
 XOM,37,2019-10-07,11124,buy
 XOM,37,2019-10-08,11124,sell
 CVX,787,2019-10-08,67484,buy
 CVX,787,2019-10-08,67484,sell
 GE,133,2019-10-08,69076,buy
 GE,133,2019-10-08,69076,sell
 HON,453,2019-10-08,1203,buy
 HON,453,2019-10-08,1203,sell
 LMT,43,2019-10-08,84701,buy
 LMT,43,2019-10-08,84701,sell
 META,89,2019-10-08,36218,buy
 META,89,2019-10-08,36218,sell
 VZ,450,2019-10-08,44301,buy
 VZ,450,2019-10-08,44301,sell
 T,496,2019-10-08,72229,buy
 T,496,2019-10-08,72229,sell
 DIS,419,2019-10-08,48330,buy
 DIS,419,2019-10-08,48330,sell
 AMT,398,2019-10-08,75229,buy
 AMT,398,2019-10-08,75229,sell
 PLD,148,2019-10-08,19979,buy
 PLD,148,2019-10-08,19979,sell
 TSM,64,2019-10-08,90435,buy
 TSM,64,2019-10-08,90435,sell
 SHEL,335,2019-10-08,35441,buy
 SHEL,335,2019-10-08,35441,sell
 BRK.B,60,2019-10-08,18174,buy
 BRK.B,60,2019-10-08,18174,sell
 NKE,490,2019-10-08,82635,buy
 NKE,490,2019-10-09,82635,sell
AAPL,502,2019-10-08,92617,buy
AAPL,502,2019-10-09,92617,sell
 MSFT,756,2019-10-09,27168,buy
 MSFT,756,2019-10-09,27168,sell
 GOOGL,660,2019-10-09,26871,buy
 GOOGL,660,2019-10-09,26871,sell
 AMZN,102,2019-10-09,5866,buy
 AMZN,102,2019-10-09,5866,sell
 NVDA,595,2019-10-09,55147,buy
 NVDA,595,2019-10-09,55147,sell
 JPM,847,2019-10-09,10542,buy
 JPM,847,2019-10-09,10542,sell
 BAC,286,2019-10-09,75506,buy
 BAC,286,2019-10-09,75506,sell
 WFC,741,2019-10-09,66190,buy
 WFC,741,2019-10-09,66190,sell
 JNJ,709,2019-10-09,14290,buy
 JNJ,709,2019-10-09,14290,sell
 UNH,248,2019-10-09,80456,buy
 UNH,248,2019-10-09,80456,sell
 MRK,742,2019-10-09,21081,buy
 MRK,742,2019-10-09,21081,sell
 PFE,23,2019-10-09,80184,buy
 PFE,23,2019-10-09,80184,sell
 PG,67,2019-10-09,52907,buy
 PG,67,2019-10-09,52907,sell
 KO,524,2019-10-09,70612,buy
 KO,524,2019-10-09,70612,sell
 PEP,791,2019-10-09,389,buy
 PEP,791,2019-10-10,389,sell
 XOM,906,2019-10-09,83992,buy
 XOM,906,2019-10-10,83992,sell
 CVX,28,2019-10-10,45888,buy
 CVX,28,2019-10-10,45888,sell
 GE,916,2019-10-10,46087,buy
 GE,916,2019-10-10,46087,sell
 HON,299,2019-10-10,88407,buy
 HON,299,2019-10-10,88407,sell
 LMT,542,2019-10-10,22178,buy
 LMT,542,2019-10-10,22178,sell
 META,278,2019-10-10,5717,buy
 META,278,2019-10-10,5717,sell
 VZ,467,2019-10-10,1363,buy
 VZ,467,2019-10-10,1363,sell
 T,5,2019-10-10,39152,buy
 T,5,2019-10-10,39152,sell
 DIS,831,2019-10-10,53039,buy
 DIS,831,2019-10-10,53039,sell
 AMT,587,2019-10-10,58550,buy
 AMT,587,2019-10-10,58550,sell
 PLD,584,2019-10-10,3589,buy
 PLD,584,2019-10-10,3589,sell
 TSM,825,2019-10-10,26986,buy
 TSM,825,2019-10-10,26986,sell
 SHEL,8,2019-10-10,33436,buy
 SHEL,8,2019-10-10,33436,sell
 BRK.B,13,2019-10-10,61444,buy
 BRK.B,13,2019-10-10,61444,sell
 NKE,751,2019-10-10,40698,buy
 NKE,751,2019-10-11,40698,sell
AAPL,82,2019-10-10,36750,buy
AAPL,82,2019-10-11,36750,sell
 MSFT,225,2019-10-11,40973,buy
 MSFT,225,2019-10-11,40973,sell
 GOOGL,126,2019-10-11,62819,buy
 GOOGL,126,2019-10-11,62819,sell
 AMZN,996,2019-10-11,3256,buy
 AMZN,996,2019-10-11,3256,sell
 NVDA,551,2019-10-11,86212,buy
 NVDA,551,2019-10-11,86212,sell
 JPM,66,2019-10-11,88096,buy
 JPM,66,2019-10-11,88096,sell
 BAC,51,2019-10-11,59856,buy
 BAC,51,2019-10-11,59856,sell
 WFC,412,2019-10-11,22096,buy
 WFC,412,2019-10-11,22096,sell
 JNJ,375,2019-10-11,15568,buy
 JNJ,375,2019-10-11,15568,sell
 UNH,662,2019-10-11,32654,buy
 UNH,662,2019-10-11,32654,sell
 MRK,491,2019-10-11,23533,buy
 MRK,491,2019-10-11,23533,sell
 PFE,985,2019-10-11,1643,buy
 PFE,985,2019-10-11,1643,sell
 PG,655,2019-10-11,23379,buy
 PG,655,2019-10-11,23379,sell
 KO,409,2019-10-11,88374,buy
 KO,409,2019-10-11,88374,sell
 PEP,612,2019-10-11,16519,buy
 PEP,612,2019-10-14,16519,sell
 XOM,289,2019-10-11,57346,buy
 XOM,289,2019-10-14,57346,sell
 CVX,221,2019-10-14,34407,buy
 CVX,221,2019-10-14,34407,sell
 GE,747,2019-10-14,86688,buy
 GE,747,2019-10-14,86688,sell
 HON,584,2019-10-14,92113,buy
 HON,584,2019-10-14,92113,sell
 LMT,580,2019-10-14,91358,buy
 LMT,580,2019-10-14,91358,sell
 META,385,2019-10-14,62909,buy
 META,385,2019-10-14,62909,sell
 VZ,525,2019-10-14,73576,buy
 VZ,525,2019-10-14,73576,sell
 T,188,2019-10-14,92912,buy
 T,188,2019-10-14,92912,sell
 DIS,417,2019-10-14,19358,buy
 DIS,417,2019-10-14,19358,sell
 AMT,445,2019-10-14,76676,buy
 AMT,445,2019-10-14,76676,sell
 PLD,250,2019-10-14,73860,buy
 PLD,250,2019-10-14,73860,sell
 TSM,507,2019-10-14,31942,buy
 TSM,507,2019-10-14,31942,sell
 SHEL,542,2019-10-14,41654,buy
 SHEL,542,2019-10-14,41654,sell
 BRK.B,362,2019-10-14,59899,buy
 BRK.B,362,2019-10-14,59899,sell
 NKE,933,2019-10-14,69286,buy
 NKE,933,2019-10-15,69286,sell
AAPL,857,2019-10-14,7365,buy
AAPL,857,2019-10-15,7365,sell
 MSFT,692,2019-10-15,20796,buy
 MSFT,692,2019-10-15,20796,sell
 GOOGL,348,2019-10-15,5774,buy
 GOOGL,348,2019-10-15,5774,sell
 AMZN,334,2019-10-15,66502,buy
 AMZN,334,2019-10-15,66502,sell
 NVDA,552,2019-10-15,77242,buy
 NVDA,552,2019-10-15,77242,sell
 JPM,100,2019-10-15,85289,buy
 JPM,100,2019-10-15,85289,sell
 BAC,1,2019-10-15,728,buy
 BAC,1,2019-10-15,728,sell
 WFC,618,2019-10-15,9144,buy
 WFC,618,2019-10-15,9144,sell
 JNJ,376,2019-10-15,25480,buy
 JNJ,376,2019-10-15,25480,sell
 UNH,769,2019-10-15,63189,buy
 UNH,769,2019-10-15,63189,sell
 MRK,34,2019-10-15,19842,buy
 MRK,34,2019-10-15,19842,sell
 PFE,999,2019-10-15,91324,buy
 PFE,999,2019-10-15,91324,sell
 PG,471,2019-10-15,80694,buy
 PG,471,2019-10-15,80694,sell
 KO,898,2019-10-15,14100,buy
 KO,898,2019-10-15,14100,sell
 PEP,349,2019-10-15,90980,buy
 PEP,349,2019-10-16,90980,sell
 XOM,173,2019-10-15,23330,buy
 XOM,173,2019-10-16,23330,sell
 CVX,729,2019-10-16,58667,buy
 CVX,729,2019-10-16,58667,sell
 GE,403,2019-10-16,17049,buy
 GE,403,2019-10-16,17049,sell
 HON,581,2019-10-16,16250,buy
 HON,581,2019-10-16,16250,sell
 LMT,507,2019-10-16,19573,buy
 LMT,507,2019-10-16,19573,sell
 META,580,2019-10-16,76894,buy
 META,580,2019-10-16,76894,sell
 VZ,583,2019-10-16,84994,buy
 VZ,583,2019-10-16,84994,sell
 T,918,2019-10-16,39805,buy
 T,918,2019-10-16,39805,sell
 DIS,598,2019-10-16,82366,buy
 DIS,598,2019-10-16,82366,sell
 AMT,849,2019-10-16,72337,buy
 AMT,849,2019-10-16,72337,sell
 PLD,151,2019-10-16,7120,buy
 PLD,151,2019-10-16,7120,sell
 TSM,434,2019-10-16,64985,buy
 TSM,434,2019-10-16,64985,sell
 SHEL,866,2019-10-16,4828,buy
 SHEL,866,2019-10-16,4828,sell
 BRK.B,513,2019-10-16,53473,buy
 BRK.B,513,2019-10-16,53473,sell
 NKE,346,2019-10-16,40586,buy
 NKE,346,2019-10-17,40586,sell
AAPL,668,2019-10-16,53606,buy
AAPL,668,2019-10-17,53606,sell
 MSFT,275,2019-10-17,93116,buy
 MSFT,275,2019-10-17,93116,sell
 GOOGL,254,2019-10-17,4353,buy
 GOOGL,254,2019-10-17,4353,sell
 AMZN,339,2019-10-17,4111,buy
 AMZN,339,2019-10-17,4111,sell
 NVDA,676,2019-10-17,23094,buy
 NVDA,676,2019-10-17,23094,sell
 JPM,9,2019-10-17,78878,buy
 JPM,9,2019-10-17,78878,sell
 BAC,206,2019-10-17,22239,buy
 BAC,206,2019-10-17,22239,sell
 WFC,720,2019-10-17,12809,buy
 WFC,720,2019-10-17,12809,sell
 JNJ,4,2019-10-17,77821,buy
 JNJ,4,2019-10-17,77821,sell
 UNH,654,2019-10-17,34895,buy
 UNH,654,2019-10-17,34895,sell
 MRK,58,2019-10-17,3833,buy
 MRK,58,2019-10-17,3833,sell
 PFE,864,2019-10-17,14722,buy
 PFE,864,2019-10-17,14722,sell
 PG,919,2019-10-17,71069,buy
 PG,919,2019-10-17,71069,sell
 KO,947,2019-10-17,11670,buy
 KO,947,2019-10-17,11670,sell
 PEP,945,2019-10-17,1841,buy
 PEP,945,2019-10-18,1841,sell
 XOM,281,2019-10-17,91309,buy
 XOM,281,2019-10-18,91309,sell
 CVX,278,2019-10-18,2980,buy
 CVX,278,2019-10-18,2980,sell
 GE,512,2019-10-18,93357,buy
 GE,512,2019-10-18,93357,sell
 HON,725,2019-10-18,42692,buy
 HON,725,2019-10-18,42692,sell
 LMT,387,2019-10-18,21489,buy
 LMT,387,2019-10-18,21489,sell
 META,585,2019-10-18,7713,buy
 META,585,2019-10-18,7713,sell
 VZ,555,2019-10-18,71493,buy
 VZ,555,2019-10-18,71493,sell
 T,895,2019-10-18,19189,buy
 T,895,2019-10-18,19189,sell
 DIS,580,2019-10-18,71650,buy
 DIS,580,2019-10-18,71650,sell
 AMT,659,2019-10-18,15740,buy
 AMT,659,2019-10-18,15740,sell
 PLD,837,2019-10-18,28537,buy
 PLD,837,2019-10-18,28537,sell
 TSM,209,2019-10-18,43483,buy
 TSM,209,2019-10-18,43483,sell
 SHEL,619,2019-10-18,52622,buy
 SHEL,619,2019-10-18,52622,sell
 BRK.B,648,2019-10-18,48860,buy
 BRK.B,648,2019-10-18,48860,sell
 NKE,942,2019-10-18,62968,buy
 NKE,942,2019-10-21,62968,sell
AAPL,823,2019-10-18,13171,buy
AAPL,823,2019-10-21,13171,sell
 MSFT,588,2019-10-21,78366,buy
 MSFT,588,2019-10-21,78366,sell
 GOOGL,204,2019-10-21,49574,buy
 GOOGL,204,2019-10-21,49574,sell
 AMZN,994,2019-10-21,34397,buy
 AMZN,994,2019-10-21,34397,sell
 NVDA,945,2019-10-21,68545,buy
 NVDA,945,2019-10-21,68545,sell
 JPM,813,2019-10-21,69319,buy
 JPM,813,2019-10-21,69319,sell
 BAC,382,2019-10-21,57178,buy
 BAC,382,2019-10-21,57178,sell
 WFC,248,2019-10-21,72975,buy
 WFC,248,2019-10-21,72975,sell
 JNJ,160,2019-10-21,21854,buy
 JNJ,160,2019-10-21,21854,sell
 UNH,378,2019-10-21,7424,buy
 UNH,378,2019-10-21,7424,sell
 MRK,724,2019-10-21,25690,buy
 MRK,724,2019-10-21,25690,sell
 PFE,66,2019-10-21,79324,buy
 PFE,66,2019-10-21,79324,sell
 PG,833,2019-10-21,71158,buy
 PG,833,2019-10-21,71158,sell
 KO,390,2019-10-21,92232,buy
 KO,390,2019-10-21,92232,sell
 PEP,758,2019-10-21,72802,buy
 PEP,758,2019-10-22,72802,sell
 XOM,889,2019-10-21,63721,buy
 XOM,889,2019-10-22,63721,sell
 CVX,64,2019-10-22,28797,buy
 CVX,64,2019-10-22,28797,sell
 GE,574,2019-10-22,11855,buy
 GE,574,2019-10-22,11855,sell
 HON,371,2019-10-22,61552,buy
 HON,371,2019-10-22,61552,sell
 LMT,801,2019-10-22,23572,buy
 LMT,801,2019-10-22,23572,sell
 META,663,2019-10-22,86766,buy
 META,663,2019-10-22,86766,sell
 VZ,31,2019-10-22,18238,buy
 VZ,31,2019-10-22,18238,sell
 T,568,2019-10-22,6964,buy
 T,568,2019-10-22,6964,sell
 DIS,913,2019-10-22,55031,buy
 DIS,913,2019-10-22,55031,sell
 AMT,784,2019-10-22,5231,buy
 AMT,784,2019-10-22,5231,sell
 PLD,97,2019-10-22,68884,buy
 PLD,97,2019-10-22,68884,sell
 TSM,498,2019-10-22,76789,buy
 TSM,498,2019-10-22,76789,sell
 SHEL,118,2019-10-22,53808,buy
 SHEL,118,2019-10-22,53808,sell
 BRK.B,250,2019-10-22,75605,buy
 BRK.B,250,2019-10-22,75605,sell
 NKE,60,2019-10-22,76410,buy
 NKE,60,2019-10-23,76410,sell
AAPL,868,2019-10-22,92436,buy
AAPL,868,2019-10-23,92436,sell
 MSFT,699,2019-10-23,83484,buy
 MSFT,699,2019-10-23,83484,sell
 GOOGL,575,2019-10-23,85511,buy
 GOOGL,575,2019-10-23,85511,sell
 AMZN,866,2019-10-23,39694,buy
 AMZN,866,2019-10-23,39694,sell
 NVDA,620,2019-10-23,59293,buy
 NVDA,620,2019-10-23,59293,sell
 JPM,652,2019-10-23,58252,buy
 JPM,652,2019-10-23,58252,sell
 BAC,353,2019-10-23,5110,buy
 BAC,353,2019-10-23,5110,sell
 WFC,87,2019-10-23,62749,buy
 WFC,87,2019-10-23,62749,sell
 JNJ,105,2019-10-23,57106,buy
 JNJ,105,2019-10-23,57106,sell
 UNH,658,2019-10-23,75466,buy
 UNH,658,2019-10-23,75466,sell
 MRK,590,2019-10-23,60591,buy
 MRK,590,2019-10-23,60591,sell
 PFE,334,2019-10-23,74540,buy
 PFE,334,2019-10-23,74540,sell
 PG,757,2019-10-23,72625,buy
 PG,757,2019-10-23,72625,sell
 KO,126,2019-10-23,47922,buy
 KO,126,2019-10-23,47922,sell
 PEP,892,2019-10-23,2378,buy
 PEP,892,2019-10-24,2378,sell
 XOM,585,2019-10-23,65427,buy
 XOM,585,2019-10-24,65427,sell
 CVX,698,2019-10-24,89886,buy
 CVX,698,2019-10-24,89886,sell
 GE,774,2019-10-24,92158,buy
 GE,774,2019-10-24,92158,sell
